,name,pasture,year,month,sample_date,prec_in,notes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30250,WEST WELL,2S,1930,9,NA,0.94,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30251,WEST WELL,2S,1930,10,NA,0.5,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30252,WEST WELL,2S,1930,11,NA,0.57,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30253,WEST WELL,2S,1930,12,NA,0.26,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30254,WEST WELL,2S,1931,1,NA,0.8,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30255,WEST WELL,2S,1931,2,NA,1.1,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30256,WEST WELL,2S,1931,3,NA,0.13,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30257,WEST WELL,2S,1931,4,NA,1.66,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30258,WEST WELL,2S,1931,5,NA,0,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30259,WEST WELL,2S,1931,6,NA,0.09,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30260,WEST WELL,2S,1931,7,NA,2.04,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30261,WEST WELL,2S,1931,8,NA,2.25,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30262,WEST WELL,2S,1931,9,NA,1.45,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30263,WEST WELL,2S,1931,10,NA,0.82,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30264,WEST WELL,2S,1931,11,NA,0.77,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30265,WEST WELL,2S,1931,12,NA,0.16,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30266,WEST WELL,2S,1932,1,NA,0.7,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30267,WEST WELL,2S,1932,2,NA,0.28,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30268,WEST WELL,2S,1932,3,NA,0.33,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30269,WEST WELL,2S,1932,4,NA,0.07,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30270,WEST WELL,2S,1932,5,NA,0.06,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30271,WEST WELL,2S,1932,6,NA,0.08,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30272,WEST WELL,2S,1932,7,NA,2.09,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30273,WEST WELL,2S,1932,8,NA,2.43,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30274,WEST WELL,2S,1932,9,NA,2.69,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30275,WEST WELL,2S,1932,10,NA,1.16,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30276,WEST WELL,2S,1932,11,NA,0,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30277,WEST WELL,2S,1932,12,NA,1.4,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30278,WEST WELL,2S,1933,1,NA,0.12,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30279,WEST WELL,2S,1933,2,NA,0,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30280,WEST WELL,2S,1933,3,NA,0,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30281,WEST WELL,2S,1933,4,NA,0.18,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30282,WEST WELL,2S,1933,5,NA,0,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30283,WEST WELL,2S,1933,6,NA,2.82,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30284,WEST WELL,2S,1933,7,NA,0.58,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30285,WEST WELL,2S,1933,8,NA,2.05,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30286,WEST WELL,2S,1933,9,NA,0.69,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30287,WEST WELL,2S,1933,10,NA,0.3,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30288,WEST WELL,2S,1933,11,NA,0.3,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30289,WEST WELL,2S,1933,12,NA,0,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30290,WEST WELL,2S,1934,1,NA,0,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30291,WEST WELL,2S,1934,2,NA,0.09,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30292,WEST WELL,2S,1934,3,NA,0.8,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30293,WEST WELL,2S,1934,4,NA,0,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30294,WEST WELL,2S,1934,5,NA,0.48,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30295,WEST WELL,2S,1934,6,NA,0,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30296,WEST WELL,2S,1934,7,NA,0.35,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30297,WEST WELL,2S,1934,8,NA,0.58,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30298,WEST WELL,2S,1934,9,NA,0.02,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30299,WEST WELL,2S,1934,10,NA,0.87,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30300,WEST WELL,2S,1934,11,NA,0.27,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30301,WEST WELL,2S,1934,12,NA,0.14,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30302,WEST WELL,2S,1935,1,NA,0.31,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30303,WEST WELL,2S,1935,2,NA,0.51,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30304,WEST WELL,2S,1935,3,NA,0,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30305,WEST WELL,2S,1935,4,NA,0.02,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30306,WEST WELL,2S,1935,5,NA,0.58,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30307,WEST WELL,2S,1935,6,NA,0.15,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30308,WEST WELL,2S,1935,7,NA,0.52,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30309,WEST WELL,2S,1935,8,NA,3.73,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30310,WEST WELL,2S,1935,9,NA,2.34,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30311,WEST WELL,2S,1935,10,NA,0.4,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30312,WEST WELL,2S,1935,11,NA,1.18,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30313,WEST WELL,2S,1935,12,NA,0.45,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30314,WEST WELL,2S,1936,1,NA,1.13,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30315,WEST WELL,2S,1936,2,NA,0.18,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30316,WEST WELL,2S,1936,3,NA,0,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30317,WEST WELL,2S,1936,4,NA,0.06,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30318,WEST WELL,2S,1936,5,NA,0.33,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30319,WEST WELL,2S,1936,6,NA,0.17,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30320,WEST WELL,2S,1936,7,NA,1.62,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30321,WEST WELL,2S,1936,8,NA,0.97,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30322,WEST WELL,2S,1936,9,NA,2.19,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30323,WEST WELL,2S,1936,10,NA,0.66,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30324,WEST WELL,2S,1936,11,NA,0.88,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30325,WEST WELL,2S,1936,12,NA,0.37,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30326,WEST WELL,2S,1937,1,NA,0,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30327,WEST WELL,2S,1937,2,NA,0.48,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30328,WEST WELL,2S,1937,3,NA,0.2,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30329,WEST WELL,2S,1937,4,NA,0,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30330,WEST WELL,2S,1937,5,NA,0.95,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30331,WEST WELL,2S,1937,6,NA,0.79,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30332,WEST WELL,2S,1937,7,NA,0.18,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30333,WEST WELL,2S,1937,8,NA,1.38,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30334,WEST WELL,2S,1937,9,NA,1.16,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30335,WEST WELL,2S,1937,10,NA,0.72,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30336,WEST WELL,2S,1937,11,NA,0.36,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30337,WEST WELL,2S,1937,12,NA,0.26,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30338,WEST WELL,2S,1938,1,NA,0.4,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30339,WEST WELL,2S,1938,2,NA,0.25,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30340,WEST WELL,2S,1938,3,NA,0,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30341,WEST WELL,2S,1938,4,NA,0,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30342,WEST WELL,2S,1938,5,NA,0,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30343,WEST WELL,2S,1938,6,NA,1.1,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30344,WEST WELL,2S,1938,7,NA,4.46,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30345,WEST WELL,2S,1938,8,NA,0.08,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30346,WEST WELL,2S,1938,9,NA,3.26,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30347,WEST WELL,2S,1938,10,NA,0.11,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30348,WEST WELL,2S,1938,11,NA,0.23,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30349,WEST WELL,2S,1938,12,NA,1,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30350,WEST WELL,2S,1939,1,NA,1.04,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30351,WEST WELL,2S,1939,2,NA,0,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30352,WEST WELL,2S,1939,3,NA,0.14,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30353,WEST WELL,2S,1939,4,NA,0.14,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30354,WEST WELL,2S,1939,5,NA,0,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30355,WEST WELL,2S,1939,6,NA,0.39,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30356,WEST WELL,2S,1939,7,NA,1.63,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30357,WEST WELL,2S,1939,8,NA,0.48,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30358,WEST WELL,2S,1939,9,NA,1.82,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30359,WEST WELL,2S,1939,10,NA,0.43,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30360,WEST WELL,2S,1939,11,NA,0.38,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30361,WEST WELL,2S,1939,12,NA,0.33,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30362,WEST WELL,2S,1940,1,NA,0.4,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30363,WEST WELL,2S,1940,2,NA,0.98,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30364,WEST WELL,2S,1940,3,NA,0.05,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30365,WEST WELL,2S,1940,4,NA,0.21,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30366,WEST WELL,2S,1940,5,NA,0.6,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30367,WEST WELL,2S,1940,6,NA,1.99,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30368,WEST WELL,2S,1940,7,NA,1.29,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30369,WEST WELL,2S,1940,8,NA,0.44,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30370,WEST WELL,2S,1940,9,NA,2.44,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30371,WEST WELL,2S,1940,10,NA,1.05,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30372,WEST WELL,2S,1940,11,NA,0.96,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30373,WEST WELL,2S,1940,12,NA,0,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30374,WEST WELL,2S,1941,1,NA,1.53,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30375,WEST WELL,2S,1941,2,NA,0.8,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30376,WEST WELL,2S,1941,3,NA,1.34,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30377,WEST WELL,2S,1941,4,NA,1.31,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30378,WEST WELL,2S,1941,5,NA,0.99,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30379,WEST WELL,2S,1941,6,NA,0.62,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30380,WEST WELL,2S,1941,7,NA,1.78,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30381,WEST WELL,2S,1941,8,NA,3.07,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30382,WEST WELL,2S,1941,9,NA,5.21,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30383,WEST WELL,2S,1941,10,NA,1.55,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30384,WEST WELL,2S,1941,11,NA,0.56,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30385,WEST WELL,2S,1941,12,NA,0.93,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30386,WEST WELL,2S,1942,1,NA,0.27,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30387,WEST WELL,2S,1942,2,NA,0.37,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30388,WEST WELL,2S,1942,3,NA,0,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30389,WEST WELL,2S,1942,4,NA,0.48,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30390,WEST WELL,2S,1942,5,NA,0,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30391,WEST WELL,2S,1942,6,NA,0.31,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30392,WEST WELL,2S,1942,7,NA,0.98,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30393,WEST WELL,2S,1942,8,NA,2.36,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30394,WEST WELL,2S,1942,9,NA,1.46,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30395,WEST WELL,2S,1942,10,NA,0.65,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30396,WEST WELL,2S,1942,11,NA,0,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30397,WEST WELL,2S,1942,12,NA,0.38,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30398,WEST WELL,2S,1943,1,NA,0.14,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30399,WEST WELL,2S,1943,2,NA,0,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30400,WEST WELL,2S,1943,3,NA,0.07,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30401,WEST WELL,2S,1943,4,NA,0,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30402,WEST WELL,2S,1943,5,NA,0,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30403,WEST WELL,2S,1943,6,NA,1.31,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30404,WEST WELL,2S,1943,7,NA,2.55,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30405,WEST WELL,2S,1943,8,NA,0.76,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30406,WEST WELL,2S,1943,9,NA,1.14,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30407,WEST WELL,2S,1943,10,NA,0,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30408,WEST WELL,2S,1943,11,NA,0.95,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30409,WEST WELL,2S,1943,12,NA,0.77,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30410,WEST WELL,2S,1944,1,NA,0.45,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30411,WEST WELL,2S,1944,2,NA,0.79,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30412,WEST WELL,2S,1944,3,NA,0.05,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30413,WEST WELL,2S,1944,4,NA,0,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30414,WEST WELL,2S,1944,5,NA,0.08,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30415,WEST WELL,2S,1944,6,NA,0,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30416,WEST WELL,2S,1944,7,NA,3.37,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30417,WEST WELL,2S,1944,8,NA,1.34,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30418,WEST WELL,2S,1944,9,NA,1.15,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30419,WEST WELL,2S,1944,10,NA,1.4,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30420,WEST WELL,2S,1944,11,NA,1.65,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30421,WEST WELL,2S,1944,12,NA,0.41,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30422,WEST WELL,2S,1945,1,NA,0.22,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30423,WEST WELL,2S,1945,2,NA,0,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30424,WEST WELL,2S,1945,3,NA,0.14,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30425,WEST WELL,2S,1945,4,NA,0,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30426,WEST WELL,2S,1945,5,NA,0,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30427,WEST WELL,2S,1945,6,NA,0,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30428,WEST WELL,2S,1945,7,NA,4.3,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30429,WEST WELL,2S,1945,8,NA,1.21,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30430,WEST WELL,2S,1945,9,NA,0,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30431,WEST WELL,2S,1945,10,NA,2.04,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30432,WEST WELL,2S,1945,11,NA,0,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30433,WEST WELL,2S,1945,12,NA,0,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30434,WEST WELL,2S,1946,1,NA,0.87,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30435,WEST WELL,2S,1946,2,NA,0,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30436,WEST WELL,2S,1946,3,NA,0,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30437,WEST WELL,2S,1946,4,NA,0.05,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30438,WEST WELL,2S,1946,5,NA,0.27,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30439,WEST WELL,2S,1946,6,NA,0,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30440,WEST WELL,2S,1946,7,NA,1.4,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30441,WEST WELL,2S,1946,8,NA,0.93,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30442,WEST WELL,2S,1946,9,NA,2.75,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30443,WEST WELL,2S,1946,10,NA,0.82,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30444,WEST WELL,2S,1946,11,NA,0.09,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30445,WEST WELL,2S,1946,12,NA,0.24,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30446,WEST WELL,2S,1947,1,NA,0.35,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30447,WEST WELL,2S,1947,2,NA,0,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30448,WEST WELL,2S,1947,3,NA,0.2,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30449,WEST WELL,2S,1947,4,NA,0,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30450,WEST WELL,2S,1947,5,NA,0.05,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30451,WEST WELL,2S,1947,6,NA,0.47,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30452,WEST WELL,2S,1947,7,NA,0.7,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
